"","nOrders","nItemsOrdered","nItemsSold","salesOrdered","salesSold","returnRatio","shareOwnBrand","shareSale","shareVoucher","crDuration","monetaryReturnRatio","meanDaysBetwOrders","salesPerOrder","salesPerItem","itemsPerOrder","itemsSoldPerOrder","customerSatis"
"789",12,17,2,13266.88,1708.5,0.882352941176471,0.47,0.47,0,248,0.871220663788321,23,142.38,854.25,1.42,0.17,2.5
"790",3,5,3,1193.84,997.54,0.4,1,0.4,0,156,0.164427393955639,78,332.51,332.51,1.67,1,3.4
"791",2,2,2,374.23,374.23,0,1,1,0,4,0,4,187.12,187.12,1,1,3.1
"792",2,3,3,356.46,356.46,0,1,0,0,54,0,54,178.23,118.82,1.5,1.5,3.5
"793",4,7,1,3707.79,265.11,0.857142857142857,0,0.14,0,217,0.928499186847151,72,66.28,265.11,1.75,0.25,2.7
"794",5,13,2,2810.89,276.15,0.846153846153846,0.54,0.62,0,185,0.901757094728004,46,55.23,138.07,2.6,0.4,2.1
"795",2,2,1,634.04,327.91,0.5,1,0.5,0,4,0.482824427480916,4,163.96,327.91,1,0.5,2.5
"796",4,4,4,918.42,918.42,0,1,0,0,113,0,38,229.6,229.6,1,1,3.6
"797",3,3,2,365.39,259.68,0.333333333333333,1,0.33,0.33,1553,0.28930731547114,776,86.56,129.84,1,0.67,2.6
"798",9,14,14,2875.06,2875.06,0,0.93,0,0.43,251,0,31,319.45,205.36,1.56,1.56,4.4
"799",2,5,1,3179.24,9.99,0.8,0.4,0.2,0,-31,0.996857739585561,-31,5,9.99,2.5,0.5,2.4
"800",9,13,8,2083.04,1057.77,0.384615384615385,1,0.62,0.23,2298,0.492198901605346,287,117.53,132.22,1.44,0.89,2.9
"801",5,5,5,1098.69,1098.69,0,0.8,1,0,85,0,21,219.74,219.74,1,1,3.6
"802",3,4,1,452.69,106.63,0.75,1,0.75,0,-3,0.764452495084937,-2,35.54,106.63,1.33,0.33,2.3
"803",10,14,2,3135.64,401.78,0.857142857142857,0.71,0.14,0.43,136,0.871866668367542,15,40.18,200.89,1.4,0.2,2.7
"804",2,4,3,521.16,393.18,0.25,1,1,0,123,0.245567580013815,123,196.59,131.06,2,1.5,2.7
"805",2,2,1,445.48,225.44,0.5,1,0,0,4,0.493939121846099,4,112.72,225.44,1,0.5,3
"806",2,2,2,652.11,652.11,0,0,0.5,0.5,230,0,230,326.06,326.06,1,1,3.5
"807",2,2,1,425.2,294.45,0.5,1,1,0,203,0.307502351834431,203,147.22,294.45,1,0.5,2.4
"808",7,11,2,6019.89,212.2,0.818181818181818,0.82,0.36,0.18,213,0.964750186465201,36,30.31,106.1,1.57,0.29,2.5
"809",3,6,1,759.03,9.99,0.833333333333333,1,0.17,0,2189,0.986838464882811,1094,3.33,9.99,2,0.33,1.3
"810",2,2,2,446.92,446.92,0,1,0,1,28,0,28,223.46,223.46,1,1,3.6
"811",3,4,3,660.3,484.53,0.25,1,0.5,0.5,217,0.266197183098592,108,161.51,161.51,1.33,1,3.1
"812",2,2,1,228.71,150.62,0.5,1,1,0.5,64,0.341436753967907,64,75.31,150.62,1,0.5,2.1
"813",2,2,2,294.86,294.86,0,1,0,1,106,0,106,147.43,147.43,1,1,3.5
"814",2,2,1,1064.83,516.68,0.5,0,0,1,-8,0.51477700665834,-8,258.34,516.68,1,0.5,3.2
"815",3,6,1,1172.04,9.99,0.833333333333333,1,0.33,0.33,66,0.991476400122863,33,3.33,9.99,2,0.33,1.5
"816",3,3,1,986.31,358.58,0.666666666666667,1,0.67,0.33,1960,0.636442903346818,980,119.53,358.58,1,0.33,1.6
"817",2,2,2,540.55,540.55,0,0,0.5,1,214,0,214,270.27,270.27,1,1,3
"818",2,2,1,821.1,322.12,0.5,1,0.5,1,1580,0.607696991840214,1580,161.06,322.12,1,0.5,1
"819",4,4,3,4150.17,3757.92,0.25,0.5,0.25,0,99,0.094514200623107,33,939.48,1252.64,1,0.75,4.3
"820",3,3,2,297.45,210.52,0.333333333333333,1,1,0,192,0.292250798453522,96,70.17,105.26,1,0.67,2.8
"821",2,2,2,1423.39,1423.39,0,1,0,0,1875,0,1875,711.7,711.7,1,1,2.7
"822",2,2,2,620.66,620.66,0,0.5,0.5,0,182,0,182,310.33,310.33,1,1,3.8
"823",2,3,2,423.45,262.3,0.333333333333333,1,1,0,10,0.38056441138269,10,131.15,131.15,1.5,1,2.7
"824",2,2,1,291.79,216.74,0.5,1,1,0,171,0.25720552452106,171,108.37,216.74,1,0.5,2.1
"825",2,2,2,280.78,280.78,0,1,0,0.5,75,0,75,140.39,140.39,1,1,3.2
"826",4,4,1,1386.38,193.18,0.75,0.5,1,0,2069,0.860658693864597,690,48.3,193.18,1,0.25,1.7
"827",2,2,2,543.68,543.68,0,0.5,0.5,0.5,115,0,115,271.84,271.84,1,1,3.7
"828",4,6,2,1970.23,683.05,0.666666666666667,0.67,0.67,0,87,0.653314587636976,29,170.76,341.52,1.5,0.5,2.5
"829",8,10,2,4939.99,1397.17,0.8,0.2,0.5,0.2,2793,0.717171492249984,399,174.65,698.59,1.25,0.25,2.7
"830",2,2,2,212.52,212.52,0,1,1,0.5,15,0,15,106.26,106.26,1,1,2.8
"831",2,2,1,650.92,480.13,0.5,1,0,0,50,0.262382474036748,50,240.06,480.13,1,0.5,2.8
"832",2,2,1,3589.48,1946.03,0.5,0,0,0.5,154,0.457851833691788,154,973.01,1946.03,1,0.5,4.2
"833",2,2,1,459.53,240.05,0.5,1,1,0,0,0.47761843622832,0,120.03,240.05,1,0.5,2.4
"834",2,2,1,1003.17,636.34,0.5,0,1,0,22,0.365670823489538,22,318.17,636.34,1,0.5,3.1
"835",4,4,3,940.57,620.34,0.25,0.75,1,0,59,0.340463761336211,20,155.09,206.78,1,0.75,3.1
"836",2,2,1,1508.52,779.42,0.5,0,1,0,15,0.483321401108371,15,389.71,779.42,1,0.5,3
"837",3,3,1,832.6,260,0.666666666666667,1,0,0.33,0,0.687725198174393,0,86.67,260,1,0.33,2.8
"838",3,4,4,662,662,0,0.75,1,0,201,0,100,220.67,165.5,1.33,1.33,3.2
"839",2,3,1,186.79,47.18,0.666666666666667,1,0.33,0,24,0.747416885272231,24,23.59,47.18,1.5,0.5,2.3
"840",14,17,12,2862.95,1929.19,0.294117647058823,1,0.59,0.35,1942,0.326153093836777,149,137.8,160.77,1.21,0.86,3.4
"841",4,9,9,1691.24,1691.24,0,1,0.33,0,125,0,42,422.81,187.92,2.25,2.25,4
"842",3,3,1,438.86,120.59,0.666666666666667,1,0.33,0,7,0.725219887891355,4,40.2,120.59,1,0.33,2.5
"843",2,3,3,2824.17,2824.17,0,0.33,0.67,0,118,0,118,1412.09,941.39,1.5,1.5,4.8
"844",66,103,50,26800.51,11344.39,0.514563106796116,0.83,0.25,0.01,2134,0.576709920818671,33,171.88,226.89,1.56,0.76,5
"845",9,11,3,3092.36,797.75,0.727272727272727,0.45,0.36,0.36,1932,0.742025508026232,242,88.64,265.92,1.22,0.33,2.2
"846",3,3,3,592.83,592.83,0,1,0.33,0,97,0,48,197.61,197.61,1,1,3.1
"847",5,5,4,2024.33,1827.65,0.2,0.6,0,0.2,557,0.0971580720534695,139,365.53,456.91,1,0.8,3.2
"848",2,3,3,277.84,277.84,0,1,0,1,93,0,93,138.92,92.61,1.5,1.5,3.2
"849",2,2,1,200.5,109.6,0.5,1,1,0,143,0.453366583541147,143,54.8,109.6,1,0.5,2.1
"850",108,129,26,79719.49,12689.72,0.798449612403101,0.26,0.47,0.1,2109,0.840820356477444,20,117.5,488.07,1.19,0.24,5
"851",2,4,1,474.18,9.99,0.75,1,0.5,0,27,0.978932051119828,27,5,9.99,2,0.5,2.2
"852",2,2,1,867.3,9.99,0.5,0.5,0,0,-10,0.988481494292632,-10,5,9.99,1,0.5,3.1
"853",2,3,2,1282.67,1139.24,0.333333333333333,0.33,0.33,0,59,0.111821434975481,59,569.62,569.62,1.5,1,3.8
"854",2,3,3,763.82,763.82,0,0.67,0.33,0,116,0,116,381.91,254.61,1.5,1.5,3.8
"855",4,8,2,4018.69,1118.75,0.75,0.12,0.25,0,48,0.72161326203315,16,279.69,559.38,2,0.5,3
"856",6,10,3,7594.16,2688.39,0.7,0,0.3,0.2,139,0.645992446827562,28,448.06,896.13,1.67,0.5,2.9
"857",2,2,1,280.35,134.77,0.5,1,1,0,-1,0.519279472088461,-1,67.39,134.77,1,0.5,2.4
"858",6,9,3,2623.21,701.89,0.666666666666667,0.44,0.22,0,1255,0.732430876673999,251,116.98,233.96,1.5,0.5,3
"859",4,9,2,947.56,297.47,0.777777777777778,1,0.56,0.56,85,0.68606737304234,28,74.37,148.74,2.25,0.5,1.9
"860",2,3,2,454.06,272.47,0.333333333333333,1,1,0,167,0.39992512002819,167,136.24,136.24,1.5,1,1.9
"861",2,2,2,180.92,180.92,0,1,1,0,39,0,39,90.46,90.46,1,1,2.7
"862",6,6,3,1297.68,742.3,0.5,1,0.5,0.33,2018,0.427979162813637,404,123.72,247.43,1,0.5,2.8
"863",6,7,6,1821.29,1660.76,0.142857142857143,0.43,0.14,0,1966,0.0881408232626325,393,276.79,276.79,1.17,1,4
"864",2,4,2,706.13,284.48,0.5,1,1,0,113,0.59712800759067,113,142.24,142.24,2,1,2.2
"865",3,3,1,456.8,236.44,0.666666666666667,1,1,0,109,0.482399299474606,54,78.81,236.44,1,0.33,2.2
"866",3,3,2,834.7,702.78,0.333333333333333,1,0,0,1817,0.158044806517312,908,234.26,351.39,1,0.67,2.6
"867",30,40,18,23310.86,12698.04,0.55,0.57,0.48,0.18,2063,0.455273636408095,71,423.27,705.45,1.33,0.6,4.6
"868",2,2,1,198.81,108.79,0.5,1,0,1,1633,0.452794125044012,1633,54.4,108.79,1,0.5,1.1
"869",2,5,1,659.82,9.99,0.8,1,0.4,0.8,-2,0.98485950713831,-2,5,9.99,2.5,0.5,2.1
"870",6,11,7,8158.94,4120.4,0.363636363636364,0,0.18,0,1675,0.494983416963478,335,686.73,588.63,1.83,1.17,4.2
"871",9,12,3,3616.69,1072.86,0.75,0.58,0.75,0.08,465,0.703358595843161,58,119.21,357.62,1.33,0.33,2.6
"872",11,12,12,2510.39,2510.39,0,0.75,0.75,0,116,0,12,228.22,209.2,1.09,1.09,3.9
"873",3,6,4,532.51,375.03,0.333333333333333,1,0.67,0,49,0.295731535558018,24,125.01,93.76,2,1.33,2.6
"874",3,3,2,833.28,439.97,0.333333333333333,1,0,0,20,0.472002208141321,10,146.66,219.99,1,0.67,3.4
"875",3,5,5,667.07,667.07,0,1,0.8,0,11,0,6,222.36,133.41,1.67,1.67,3.1
"876",6,7,5,1127.26,778.32,0.285714285714286,1,0.57,0.29,111,0.309547043273069,22,129.72,155.66,1.17,0.83,3
"877",2,3,3,569.35,569.35,0,0.33,1,0,16,0,16,284.68,189.78,1.5,1.5,3.2
"878",2,3,1,1122.66,226.02,0.666666666666667,1,0,0,48,0.798674576452354,48,113.01,226.02,1.5,0.5,2.4
"879",3,5,1,548.96,9.99,0.8,1,1,0,87,0.981801952783445,44,3.33,9.99,1.67,0.33,1.8
"880",2,2,2,437.61,437.61,0,0.5,1,0,20,0,20,218.81,218.81,1,1,3.4
"881",2,2,2,312.18,312.18,0,1,0,0,76,0,76,156.09,156.09,1,1,3.9
"882",2,2,1,152.58,9.99,0.5,1,1,0,76,0.93452615021628,76,5,9.99,1,0.5,2.4
"883",8,16,4,10905.24,4754.45,0.75,0.25,0,0,119,0.564021516261907,17,594.31,1188.61,2,0.5,2.4
"884",2,2,1,277.01,142.53,0.5,1,0,1,7,0.485469838633984,7,71.27,142.53,1,0.5,2.4
"885",9,11,1,8338.94,1356.26,0.909090909090909,0.09,0.45,0,1924,0.83735822538596,240,150.7,1356.26,1.22,0.11,3
"886",17,22,11,5639.73,2429.43,0.5,0.73,0.32,0.23,1790,0.569229378002138,112,142.91,220.86,1.29,0.65,3.7
"887",2,2,1,1000.8,637.92,0.5,1,0,1,43,0.362589928057554,43,318.96,637.92,1,0.5,3.2
"888",2,3,3,576.7,576.7,0,0.33,1,0,1,0,1,288.35,192.23,1.5,1.5,3.6
"889",2,2,1,274.96,160.45,0.5,1,0,1,5,0.416460576083794,5,80.22,160.45,1,0.5,2.1
"890",6,7,2,994.85,345,0.714285714285714,1,0.57,0.43,71,0.653214052369704,14,57.5,172.5,1.17,0.33,2.5
"891",10,12,1,10886.31,1739.71,0.916666666666667,0.08,0.08,0.17,1544,0.840192866085937,172,173.97,1739.71,1.2,0.1,3.1
"892",3,7,5,1196.22,906.86,0.285714285714286,1,0.14,0,9,0.241895303539483,4,302.29,181.37,2.33,1.67,3.3
"893",3,4,1,766.78,9.99,0.75,1,0.75,0,53,0.98697149117087,26,3.33,9.99,1.33,0.33,1.7
"894",67,141,9,53919.28,3996.22,0.936170212765957,0.73,0.26,0.17,1934,0.925885137932109,29,59.65,444.02,2.1,0.13,3.9
"895",2,2,1,1142.82,574.74,0.5,0,0,0.5,0,0.497086155300047,0,287.37,574.74,1,0.5,3.6
"896",3,6,4,697.82,464.46,0.333333333333333,1,0,0,19,0.334412885844487,10,154.82,116.11,2,1.33,2.7
"897",2,2,2,610.21,610.21,0,1,0.5,0,10,0,10,305.11,305.11,1,1,3.4
"898",3,3,3,656.23,656.23,0,1,0,0,1591,0,796,218.74,218.74,1,1,3.3
"899",13,14,6,5207.62,1237.58,0.571428571428571,0.29,0.43,0.57,1862,0.762352091742485,155,95.2,206.26,1.08,0.46,3
"900",2,2,2,319.43,319.43,0,1,1,0,18,0,18,159.72,159.72,1,1,2.9
"901",2,5,2,610.9,262.71,0.6,1,0,0,17,0.569962350630218,17,131.35,131.35,2.5,1,2.9
"902",2,2,1,396.44,198.83,0.5,1,0,0,1284,0.498461305620018,1284,99.42,198.83,1,0.5,1.9
"903",8,12,7,4368.01,2771.15,0.416666666666667,0.08,0.75,0,1846,0.36558066487943,264,346.39,395.88,1.5,0.88,3.6
"904",6,7,4,2722.11,813.24,0.428571428571429,0.29,0.14,0.57,2621,0.701246459547924,524,135.54,203.31,1.17,0.67,3.1
"905",4,5,1,1058.21,224.38,0.8,1,1,0,11,0.787962691715255,4,56.09,224.38,1.25,0.25,2.2
"906",6,6,2,2946.81,417.47,0.666666666666667,0.33,0.67,0.33,1713,0.858331551745786,343,69.58,208.74,1,0.33,2.2
"907",7,7,4,1549.02,926.57,0.428571428571429,1,0.43,0.14,1304,0.401834708396276,217,132.37,231.64,1,0.57,3.1
"908",11,11,3,1923.43,559.25,0.727272727272727,1,0.45,0,1315,0.709243382914897,132,50.84,186.42,1,0.27,2.7
"909",2,5,1,1350.92,9.99,0.8,1,0.4,0.6,1617,0.992605039528618,1617,5,9.99,2.5,0.5,1
"910",3,4,2,887.99,527.64,0.5,1,0.75,0,1559,0.405804119415759,780,175.88,263.82,1.33,0.67,2.1
"911",43,57,25,56293.34,26475.07,0.56140350877193,0.09,0.51,0.18,1901,0.529694454086398,45,615.7,1059,1.33,0.58,4.8
"912",4,5,4,911.67,711.41,0.2,0.2,0.6,0,1835,0.219662816589336,612,177.85,177.85,1.25,1,3.2
"913",18,24,4,8354.21,1075.72,0.833333333333333,0.54,0.12,0,1861,0.871236179124058,109,59.76,268.93,1.33,0.22,3.3
"914",3,4,1,5625.73,9.99,0.75,1,0,0,1495,0.998224230455425,748,3.33,9.99,1.33,0.33,2.1
"915",8,16,15,3121.77,2853.41,0.0625,0.69,0.38,0,1861,0.0859640524446068,266,356.68,190.23,2,1.88,3.4
"916",3,3,2,1347.61,950.73,0.333333333333333,0.67,0,0,1786,0.294506570892172,893,316.91,475.37,1,0.67,2.9
"917",8,8,8,1668.1,1668.1,0,0.88,0.25,0.62,1756,0,251,208.51,208.51,1,1,3.8
"918",36,42,21,9054.41,4499.73,0.5,0.98,0.55,0.12,1364,0.50303443294483,39,124.99,214.27,1.17,0.58,4.1
"919",39,51,16,25677.99,7961.02,0.686274509803922,0.14,0.16,0,1665,0.689967166433198,44,204.13,497.56,1.31,0.41,4.7
"920",2,2,1,473.55,253.96,0.5,0,0.5,0.5,1720,0.463710273466371,1720,126.98,253.96,1,0.5,1.1
"921",8,9,8,1811.97,1474.12,0.111111111111111,0.89,0.89,0.22,1144,0.186454521873982,163,184.26,184.26,1.12,1,3.3
"922",39,51,33,31779.43,20554.53,0.352941176470588,0.33,0.14,0.12,1715,0.353212754287915,45,527.04,622.86,1.31,0.85,5
"923",7,7,5,2238.11,1352.57,0.285714285714286,0.43,0.71,0,1825,0.395664198810604,304,193.22,270.51,1,0.71,3.4
"924",2,2,1,333.08,111.49,0.5,0.5,0,1,1119,0.665275609463192,1119,55.74,111.49,1,0.5,1.6
"925",4,5,5,1799.44,1799.44,0,0.4,0.4,0.2,1466,0,489,449.86,359.89,1.25,1.25,3.7
"926",3,4,1,728.86,113.04,0.75,0.5,0.5,0.25,1628,0.844908487226628,814,37.68,113.04,1.33,0.33,1.7
"927",10,17,6,6899.14,2953.03,0.647058823529412,0.71,0.18,0,1627,0.571971289175172,181,295.3,492.17,1.7,0.6,3.3
"928",10,13,6,3474.14,1665.92,0.538461538461538,0.46,0.54,0,1638,0.520479888547957,182,166.59,277.65,1.3,0.6,3.3
"929",32,33,6,8256.78,999.83,0.818181818181818,0.82,0.3,0.48,1792,0.878908000455383,58,31.24,166.64,1.03,0.19,3.2
"930",48,90,12,27204.17,2558.32,0.866666666666667,0.89,0.31,0.27,1803,0.905958535033416,38,53.3,213.19,1.88,0.25,4
"931",28,45,13,7029.64,1791.26,0.711111111111111,0.69,0.58,0.07,1778,0.7451846751754,66,63.97,137.79,1.61,0.46,3.7
"932",7,10,6,5095.06,2823.26,0.4,0.2,0.1,0.2,1773,0.445882874784595,296,403.32,470.54,1.43,0.86,3.8
"933",10,13,4,3956.69,1270.05,0.692307692307692,0.85,0.38,0.46,1636,0.679012002456599,182,127,317.51,1.3,0.4,2.6
"934",7,12,5,4763.09,1531.94,0.583333333333333,0.25,0.08,0.58,1637,0.678372653046657,273,218.85,306.39,1.71,0.71,3.1
"935",34,42,16,9657.06,3469.94,0.619047619047619,0.81,0.36,0.5,1673,0.640683603498373,51,102.06,216.87,1.24,0.47,4
"936",7,10,1,4415.38,267.32,0.9,0.3,0.1,0.5,1634,0.93945707957186,272,38.19,267.32,1.43,0.14,2.6
"937",3,3,3,1277.07,1277.07,0,0.33,0,1,452,0,226,425.69,425.69,1,1,3.5
"938",26,33,9,15054.01,3374.51,0.727272727272727,0.7,0.21,0.52,1689,0.775839792852536,68,129.79,374.95,1.27,0.35,3.6
"939",4,5,2,959.12,481.45,0.6,0.8,1,0,1651,0.498029443656685,550,120.36,240.72,1.25,0.5,1.8
"940",5,5,1,731.86,124.98,0.8,0.6,0.6,0.4,1638,0.829229634083021,410,25,124.98,1,0.2,1.5
"941",33,43,14,16992.73,5294.59,0.674418604651163,0.33,0.58,0.26,1629,0.688420283262313,51,160.44,378.19,1.3,0.42,3.9
"942",2,3,3,2189.08,2189.08,0,0.33,0.67,0,1668,0,1668,1094.54,729.69,1.5,1.5,3
"943",6,8,3,2048.8,1125.28,0.625,0.88,0,0,1640,0.450761421319797,328,187.55,375.09,1.33,0.5,2.1
"944",2,2,2,605.86,605.86,0,1,1,0,1210,0,1210,302.93,302.93,1,1,1.8
"945",8,8,5,1844.72,1196.72,0.375,0.62,0.5,0.12,1529,0.351272821891669,218,149.59,239.34,1,0.62,3.5
"946",3,4,2,556.76,339.73,0.5,1,0.25,0.75,1120,0.38980889431712,560,113.24,169.87,1.33,0.67,1.9
"947",2,2,2,326.15,326.15,0,1,0.5,0,1461,0,1461,163.07,163.07,1,1,1.8
"948",70,95,3,24552.97,417.55,0.968421052631579,0.76,0.26,0.16,1639,0.9829939107163,24,5.96,139.18,1.36,0.04,3.9
"949",6,7,3,5516.71,2917.45,0.571428571428571,0.29,0.57,0.43,1560,0.471161253718249,312,486.24,972.48,1.17,0.5,3.1
"950",68,80,20,31914.76,6528.02,0.75,0.64,0.29,0.06,1415,0.795454516969578,21,96,326.4,1.18,0.29,5
"951",58,76,9,23085.29,2892.21,0.881578947368421,0.87,0.17,0.3,1604,0.874716323684909,28,49.87,321.36,1.31,0.16,4.2
"952",5,5,1,5478.15,106.38,0.8,0.4,0.2,0.2,1638,0.980581035568577,410,21.28,106.38,1,0.2,2.4
"953",7,11,3,4435.02,460,0.727272727272727,0.82,0.55,0,1636,0.896280061871198,273,65.71,153.33,1.57,0.43,2.3
"954",2,2,2,177.24,177.24,0,1,0.5,0.5,1560,0,1560,88.62,88.62,1,1,1.8
"955",2,4,3,875.46,752.71,0.25,0.25,0,1,932,0.140212002832796,932,376.36,250.9,2,1.5,2.6
"956",5,5,4,1073.08,884.28,0.2,1,0.4,0.2,1523,0.175942147836135,381,176.86,221.07,1,0.8,3.4
"957",15,15,5,9561.19,3907.98,0.666666666666667,0.4,0.13,0.47,1564,0.591266359103835,112,260.53,781.6,1,0.33,3.8
"958",35,56,25,26596.12,7856.04,0.553571428571429,0.55,0.25,0.39,1575,0.704617064443987,46,224.46,314.24,1.6,0.71,4.6
"959",9,12,2,3057.68,559.51,0.833333333333333,0.58,0.17,0.67,641,0.817014860940321,80,62.17,279.75,1.33,0.22,1.6
"960",7,8,2,3879.1,703.26,0.75,0,0.5,0,1432,0.818705369802274,239,100.47,351.63,1.14,0.29,2.8
"961",5,6,5,2989.49,2823,0.166666666666667,0,0.17,0,1367,0.0556917735132079,342,564.6,564.6,1.2,1,4.5
"962",11,17,2,5511.49,1130.97,0.882352941176471,0.35,0.06,0.59,1537,0.794797777007669,154,102.82,565.49,1.55,0.18,2.9
"963",2,2,1,2738.96,9.99,0.5,0,0.5,0,1613,0.996352630195403,1613,5,9.99,1,0.5,1
"964",3,4,4,2148.38,2148.38,0,0.75,0.25,0,1434,0,717,716.13,537.1,1.33,1.33,3.5
"965",34,41,12,14420.32,3047.7,0.707317073170732,0.34,0.61,0.07,1355,0.78865240161106,41,89.64,253.97,1.21,0.35,3.3
"966",10,10,7,3710.59,2020.9,0.3,0.7,0.1,0,1564,0.455369631244627,174,202.09,288.7,1,0.7,3.5
"967",4,6,2,777.8,335.4,0.666666666666667,1,0.33,0.67,1388,0.568783749035742,463,83.85,167.7,1.5,0.5,2.3
"968",2,5,3,887.8,498.53,0.4,1,0.4,0,1267,0.438465870691597,1267,249.26,166.18,2.5,1.5,1.5
"969",38,46,15,23608.9,7291.63,0.673913043478261,0.37,0.65,0,1586,0.691149100551063,43,191.88,486.11,1.21,0.39,4.3
"970",29,48,4,12240.62,699.27,0.916666666666667,0.98,0.54,0.06,1393,0.942872991727543,50,24.11,174.82,1.66,0.14,2.4
"971",11,13,8,9593.27,7052.31,0.384615384615385,0.23,0.46,0.31,1460,0.264869017550846,146,641.12,881.54,1.18,0.73,4.2
"972",20,23,11,6238.91,3184.52,0.521739130434783,0.48,0.22,0.74,1036,0.489571094950881,55,159.23,289.5,1.15,0.55,3.9
"973",26,38,22,12964.81,5941.27,0.421052631578947,0.58,0.53,0.21,1519,0.54173875282399,61,228.51,270.06,1.46,0.85,3.8
"974",5,5,2,1680.34,730.61,0.6,0.4,0.2,0.2,1579,0.565201090255544,395,146.12,365.31,1,0.4,2.7
"975",7,9,5,1728.62,1032.11,0.444444444444444,0.89,0.11,0.44,1490,0.402928347467922,248,147.44,206.42,1.29,0.71,3.4
"976",3,3,2,707.02,553.83,0.333333333333333,0.67,0.33,0.33,1522,0.216669966903341,761,184.61,276.92,1,0.67,2.6
"977",3,9,9,5431.25,5431.25,0,0.22,0.22,0,1515,0,758,1810.42,603.47,3,3,5
"978",3,6,4,2303.29,1295,0.333333333333333,0.17,0.33,0,1524,0.437760768292312,762,431.67,323.75,2,1.33,3.2
"979",5,6,3,1444.4,686.14,0.5,0.5,0.83,0,1558,0.524965383550263,390,137.23,228.71,1.2,0.6,2.2
"980",3,4,1,625.11,244.51,0.75,0.25,0.75,0,1029,0.608852841899826,514,81.5,244.51,1.33,0.33,1.5
"981",29,43,13,11868.44,3157.17,0.697674418604651,0.49,0.63,0.23,1519,0.733986100953453,54,108.87,242.86,1.48,0.45,3.8
"982",7,9,7,2719.64,2399.42,0.222222222222222,0.56,0.22,0,1122,0.117743524878293,187,342.77,342.77,1.29,1,3.9
"983",7,7,3,1966.07,670.35,0.571428571428571,0.86,0.71,0.29,1179,0.659040624189373,196,95.76,223.45,1,0.43,2.4
"984",11,14,2,5081.81,1028.7,0.857142857142857,0.43,0.43,0.07,1551,0.797572124892509,155,93.52,514.35,1.27,0.18,2.8
"985",18,30,9,4437.42,1279.52,0.7,0.93,0.83,0.07,1543,0.711652266407056,91,71.08,142.17,1.67,0.5,2.6
"986",3,4,3,3724.56,2237.1,0.25,0.5,0.5,0,1454,0.399365294155551,727,745.7,745.7,1.33,1,3.5
"987",10,17,3,7602.73,677.65,0.823529411764706,0.24,0.12,0,1030,0.910867543632353,114,67.77,225.88,1.7,0.3,2.9
"988",6,8,3,4504.69,575.39,0.625,0.62,0.5,0,1551,0.872268679975759,310,95.9,191.8,1.33,0.5,2.7
"989",3,3,3,393.08,393.08,0,1,0.67,0.67,1458,0,729,131.03,131.03,1,1,2.5
